product_id,product_name,brand,category_id,seller_id,list_price,weight_kg,is_discontinued
P000749,Vertex Webcam Pro,Vertex,CAT010,S0439,22.31,6.044,false
P000750,Quartz Bouilloire Essentiel,Quartz,CAT006,S0272,34.32,7.852,false
P000751,Fjord Écharpe Nomade,Fjord,CAT016,S0182,17.85,5.549,false
P000752,Ivory Bouilloire Nomade,Ivory,CAT001,S0548,132.44,9.674,false
P000753,Ursa Nettoyant jantes Nomade,Ursa,CAT036,S0090,67.13,11.492,false
P000754,Delvia Sac à main Ultra,Delvia,CAT013,S0130,63.42,8.569,false
P000755,Orbit Trottinette Essentiel,Orbit,CAT028,S0338,28.44,11.975,true
P000756,Vertex Roman Nomade,Vertex,CAT033,S0577,282.75,1.006,false
P000757,Quartz Casque Compact,Quartz,CAT011,S0030,65.59,3.677,false
P000758,Nordis Puzzle Signature,Nordis,CAT030,S0521,7.40,9.479,false
P000759,Granit Set de couverts Nomade,Granit,CAT001,S0514,79.01,2.182,false
P000760,Granit Vinyle Ultra,Granit,CAT033,S0227,89.38,8.370,false
P000761,Solstice Nettoyant jantes Classic,Solstice,CAT039,S0053,27.24,5.618,false
P000762,Granit Cube éducatif Pro,Granit,CAT030,S0244,88.87,4.540,false
P000763,Pallas Bâche Ultra,Pallas,CAT039,S0013,163.48,11.549,false
P000764,Delvia Cube éducatif Compact,Delvia,CAT028,S0201,145.87,10.917,false
P000765,Orbit Lampe Ultra,Orbit,CAT002,S0516,63.54,3.667,false
P000766,Cirrus Étagère Compact,Cirrus,CAT001,S0042,59.47,5.016,false
P000767,Meridian Chemise Éco,Meridian,CAT015,S0107,20.09,1.323,false
P000768,Lumen Peluche Pro,Lumen,CAT029,S0427,190.23,4.059,false
P000769,Vertex Shampooing Classic,Vertex,CAT020,S0460,20.19,0.565,false
P000770,Ember Casque Essentiel,Ember,CAT011,S0280,52.00,7.389,false
P000771,Meridian Casque Premium,Meridian,CAT009,S0255,22.53,9.641,false
P000772,Rivage Clé à cliquet Nomade,Rivage,CAT036,S0023,27.39,7.042,false
P000773,Ivory Poêle Premium,Ivory,CAT001,S0083,271.60,1.610,false
P000774,Meridian Figurine Essentiel,Meridian,CAT028,S0210,183.84,0.931,false
P000775,Orbit Brosse Compact,Orbit,CAT018,S0202,108.68,0.056,false
P000776,Juniper Jeu de plateau Essentiel,Juniper,CAT031,S0388,45.77,11.255,false
P000777,Bexon Tapis de yoga Premium,Bexon,CAT024,S0297,53.89,5.940,false
P000778,Lumen Écharpe Classic,Lumen,CAT014,S0303,75.61,7.930,false
P000779,Orbit Gourde Éco,Orbit,CAT026,S0156,93.71,4.771,false
P000780,Terra Eau de toilette Pro,Terra,CAT019,S0100,60.80,3.897,false
P000781,Nordis Chargeur Ultra,Nordis,CAT007,S0189,13.47,2.744,false
P000782,Terra Sac à main Nomade,Terra,CAT015,S0354,89.45,5.653,false
P000783,Vertex Tapis de yoga Signature,Vertex,CAT026,S0079,19.20,3.481,false
P000784,Bexon Perceuse Éco,Bexon,CAT039,S0172,30.63,1.112,false
P000785,Meridian Lampe Signature,Meridian,CAT006,S0251,95.99,1.942,false
P000786,Delvia Bâche Pro,Delvia,CAT038,S0380,53.80,7.886,false
P000787,Meridian Sérum XL,Meridian,CAT021,S0447,65.07,10.400,false
P000788,Quartz Set de couverts Essentiel,Quartz,CAT003,S0573,51.81,9.078,false
P000789,Terra Gourde Nomade,Terra,CAT027,S0295,70.70,4.324,false
P000790,Cirrus Clavier Éco,Cirrus,CAT010,S0276,4.75,2.799,false
P000791,Solstice Bâche Nomade,Solstice,CAT038,S0542,22.35,4.842,false
P000792,Juniper Bouilloire Classic,Juniper,CAT006,S0009,70.81,4.431,false
P000793,Vertex Brosse Compact,Vertex,CAT019,S0273,17.95,5.404,false
P000794,Pallas Filtre à air Classic,Pallas,CAT039,S0542,80.02,3.906,false
P000795,Ember Figurine XL,Ember,CAT028,S0401,60.14,4.058,true
P000796,Orbit Tapis de yoga Classic,Orbit,CAT026,S0502,92.26,1.807,false
P000797,Delvia Chargeur XL,Delvia,CAT010,S0451,12.52,5.866,false
P000798,Ursa Perceuse Classic,Ursa,CAT036,S0568,63.91,1.800,false
P000799,Granit Palette Classic,Granit,CAT022,S0136,83.14,11.907,false
P000800,Ursa Puzzle Classic,Ursa,CAT031,S0257,93.13,9.398,false
P000801,Zephyr Peluche Premium,Zephyr,CAT031,S0206,45.47,5.351,false
P000802,Ursa Webcam Essentiel,Ursa,CAT007,S0539,59.25,1.820,false
P000803,Solstice Chaussures de trail XL,Solstice,CAT027,S0186,74.15,8.419,true
P000804,Ember Casque vélo XL,Ember,CAT024,S0208,7.84,9.144,false
P000805,Terra Sac à main Compact,Terra,CAT016,S0064,37.12,9.251,true
P000806,Granit Arrosoir Ultra,Granit,CAT005,S0396,33.35,11.241,false
P000807,Kestrel Puzzle Éco,Kestrel,CAT030,S0458,104.16,8.853,false
P000808,Ember Lampe Signature,Ember,CAT006,S0283,64.19,11.534,false
P000809,Windrow Sac à main Nomade,Windrow,CAT014,S0080,22.39,10.909,false
P000810,Pallas Housse de couette Nomade,Pallas,CAT004,S0317,122.64,1.353,false
P000811,Terra Eau de toilette Compact,Terra,CAT019,S0447,67.96,1.066,false
P000812,Ursa Peluche Classic,Ursa,CAT028,S0482,12.24,3.242,false
P000813,Fjord Clavier Éco,Fjord,CAT010,S0035,70.57,7.753,false
P000814,Fjord Sneakers Classic,Fjord,CAT013,S0024,64.43,9.842,true
P000815,Fjord Souris Éco,Fjord,CAT007,S0486,56.78,5.199,false
P000816,Bexon Souris XL,Bexon,CAT007,S0230,274.94,8.635,true
P000817,Kestrel Shampooing Pro,Kestrel,CAT018,S0145,130.93,0.528,false
P000818,Delvia Shampooing Pro,Delvia,CAT019,S0136,54.03,0.169,true
P000819,Orbit Arrosoir Pro,Orbit,CAT002,S0189,243.63,9.062,false
P000820,Zephyr Manuel Premium,Zephyr,CAT032,S0336,31.35,8.040,false
P000821,Delvia Manuel Premium,Delvia,CAT033,S0496,127.66,2.456,false
P000822,Granit Puzzle Compact,Granit,CAT030,S0219,14.17,7.669,false
P000823,Orbit Chemise Éco,Orbit,CAT013,S0508,214.29,2.552,false
P000824,Cirrus Sneakers Ultra,Cirrus,CAT013,S0203,79.71,0.655,false
P000825,Delvia Bâche XL,Delvia,CAT039,S0299,132.08,1.217,false
P000826,Pallas Roman Classic,Pallas,CAT034,S0004,20.39,3.963,false
P000827,Kestrel Gourde Pro,Kestrel,CAT027,S0330,134.34,5.161,false
P000828,Ivory Eau de toilette Essentiel,Ivory,CAT022,S0434,25.46,6.504,false
P000829,Halcyon Casque vélo Nomade,Halcyon,CAT023,S0502,195.56,8.821,false
P000830,Alvora Haltères Éco,Alvora,CAT027,S0156,39.86,0.160,false
P000831,Cirrus Sac à main Classic,Cirrus,CAT013,S0565,204.56,11.859,false
P000832,Kestrel Chargeur Ultra,Kestrel,CAT008,S0562,57.17,9.722,false
P000833,Quartz Souris Signature,Quartz,CAT012,S0435,134.11,9.138,false
P000834,Quartz Chargeur Nomade,Quartz,CAT011,S0495,78.89,4.385,false
P000835,Meridian Vinyle Pro,Meridian,CAT032,S0203,34.97,10.612,false
P000836,Delvia Poêle Premium,Delvia,CAT004,S0372,50.99,8.762,false
P000837,Bexon Eau de toilette Compact,Bexon,CAT019,S0434,253.64,5.045,false
P000838,Ember Gourde Éco,Ember,CAT024,S0546,162.24,5.390,false
P000839,Juniper Chargeur Ultra,Juniper,CAT011,S0255,161.29,2.983,false
P000840,Alvora Beau livre Signature,Alvora,CAT035,S0290,173.66,10.473,false
P000841,Juniper Crème hydratante XL,Juniper,CAT021,S0022,136.66,9.179,true
P000842,Meridian Jeu de plateau Ultra,Meridian,CAT028,S0207,18.19,1.038,false
P000843,Cirrus Filtre à air Ultra,Cirrus,CAT038,S0216,86.34,9.980,false
P000844,Halcyon Eau de toilette Signature,Halcyon,CAT021,S0135,183.98,10.271,false
P000845,Lumen Clavier Nomade,Lumen,CAT012,S0481,77.16,0.577,true
P000846,Pallas Écharpe Nomade,Pallas,CAT013,S0234,14.72,8.908,false
P000847,Solstice Casque vélo XL,Solstice,CAT023,S0231,190.04,5.210,false
P000848,Bexon Gourde XL,Bexon,CAT026,S0566,112.86,3.770,false
P000849,Kestrel Eau de toilette Nomade,Kestrel,CAT018,S0291,79.02,9.516,false
P000850,Meridian Casque vélo Classic,Meridian,CAT025,S0043,57.98,4.196,false
P000851,Kestrel Manuel Essentiel,Kestrel,CAT034,S0311,47.56,4.231,false
P000852,Vertex Crème hydratante Éco,Vertex,CAT018,S0186,87.97,11.074,true
P000853,Solstice Gourde Classic,Solstice,CAT025,S0208,32.42,0.055,false
P000854,Alvora Peluche Classic,Alvora,CAT028,S0288,132.17,0.914,false
P000855,Fjord Vinyle Ultra,Fjord,CAT035,S0227,15.60,8.432,false
P000856,Terra Roman Pro,Terra,CAT032,S0053,81.54,5.625,false
P000857,Lumen Gourde Classic,Lumen,CAT024,S0576,43.94,4.534,false
P000858,Bexon Chaussures de trail Compact,Bexon,CAT024,S0095,41.10,9.221,false
P000859,Kestrel Lampe Ultra,Kestrel,CAT001,S0247,139.23,0.456,false
P000860,Lumen Roman Compact,Lumen,CAT035,S0014,97.77,1.141,false
P000861,Fjord Montre Pro,Fjord,CAT014,S0064,64.83,10.919,false
P000862,Juniper Chaussures de trail Éco,Juniper,CAT024,S0097,130.37,6.893,true
P000863,Delvia Perceuse Pro,Delvia,CAT039,S0553,42.43,4.742,false
P000864,Rivage Montre Premium,Rivage,CAT016,S0282,78.01,1.511,false
P000865,Orbit Poêle Compact,Orbit,CAT005,S0358,202.82,1.495,false
P000866,Terra Brosse Nomade,Terra,CAT020,S0045,36.22,10.109,false
P000867,Ember Webcam Éco,Ember,CAT009,S0329,54.33,4.801,false
P000868,Cirrus Manuel Premium,Cirrus,CAT035,S0213,66.14,3.232,false
P000869,Kestrel Eau de toilette Ultra,Kestrel,CAT020,S0219,20.17,8.154,false
P000870,Bexon Beau livre Nomade,Bexon,CAT032,S0337,21.49,10.742,false
P000871,Lumen Sneakers Classic,Lumen,CAT015,S0354,84.02,10.887,true
P000872,Ember Enceinte Pro,Ember,CAT011,S0512,137.74,6.818,false
P000873,Cirrus Jeu de plateau Éco,Cirrus,CAT030,S0083,62.82,2.657,false
P000874,Fjord Sac à main Essentiel,Fjord,CAT017,S0422,56.11,4.757,false
P000875,Delvia Cube éducatif Compact,Delvia,CAT030,S0372,41.81,9.777,false
P000876,Kestrel Ceinture XL,Kestrel,CAT015,S0059,35.06,8.796,false
P000877,Halcyon Ceinture Compact,Halcyon,CAT017,S0523,166.44,9.910,false
P000878,Solstice Roman Nomade,Solstice,CAT033,S0183,89.55,5.794,false
P000879,Terra Poêle Nomade,Terra,CAT001,S0573,83.84,11.498,false
P000880,Lumen Eau de toilette Compact,Lumen,CAT022,S0062,74.72,8.516,false
P000881,Cirrus Chargeur Essentiel,Cirrus,CAT011,S0583,78.18,10.482,false
P000882,Nordis Gourde XL,Nordis,CAT024,S0295,125.28,5.998,false
P000883,Ivory Eau de toilette Signature,Ivory,CAT022,S0029,54.39,10.491,true
P000884,Kestrel Sac à main Éco,Kestrel,CAT017,S0182,58.49,10.060,false
P000885,Ember Coffret BD Compact,Ember,CAT032,S0320,59.93,10.956,false
P000886,Windrow Coffret BD Essentiel,Windrow,CAT035,S0467,9.51,4.820,true
P000887,Orbit Enceinte Éco,Orbit,CAT012,S0512,283.23,2.002,false
P000888,Kestrel Sérum XL,Kestrel,CAT018,S0541,127.77,2.627,false
P000889,Windrow Haltères Nomade,Windrow,CAT024,S0279,31.15,10.490,false
P000890,Vertex Clé à cliquet Ultra,Vertex,CAT037,S0033,12.57,8.620,false
P000891,Quartz Étagère Essentiel,Quartz,CAT002,S0090,151.81,0.947,false
P000892,Halcyon Crème hydratante Classic,Halcyon,CAT018,S0176,15.48,8.516,false
P000893,Nordis Ceinture Premium,Nordis,CAT016,S0164,6.57,0.602,false
P000894,Kestrel Casque XL,Kestrel,CAT012,S0056,9.04,10.600,false
P000895,Ember Trottinette Nomade,Ember,CAT030,S0389,9.08,9.827,false
P000896,Juniper Casque Essentiel,Juniper,CAT012,S0117,200.00,3.502,false
P000897,Kestrel Figurine Essentiel,Kestrel,CAT031,S0520,83.98,9.821,false
P000898,Meridian Manuel XL,Meridian,CAT032,S0509,62.60,7.552,false
P000899,Meridian Clé à cliquet Ultra,Meridian,CAT039,S0286,18.33,3.551,false
P000900,Ember Étagère Premium,Ember,CAT002,S0265,11.49,7.719,false
P000901,Meridian Eau de toilette Pro,Meridian,CAT019,S0103,21.91,6.427,false
P000902,Fjord Trottinette XL,Fjord,CAT029,S0527,156.62,0.443,false
P000903,Zephyr Eau de toilette Classic,Zephyr,CAT020,S0488,17.51,10.645,false
P000904,Fjord Puzzle Éco,Fjord,CAT031,S0594,42.35,0.364,false
P000905,Halcyon Puzzle Compact,Halcyon,CAT031,S0458,166.09,3.298,true
P000906,Juniper Sac à main Classic,Juniper,CAT016,S0454,47.01,3.063,false
P000907,Delvia Perceuse Compact,Delvia,CAT037,S0238,109.41,8.347,false
P000908,Terra Casque Classic,Terra,CAT010,S0554,6.63,1.787,false
P000909,Nordis Arrosoir Ultra,Nordis,CAT002,S0548,27.02,10.288,true
P000910,Solstice Shampooing Pro,Solstice,CAT022,S0536,93.79,7.219,false
P000911,Juniper Beau livre Pro,Juniper,CAT034,S0146,60.49,11.369,false
P000912,Fjord Arrosoir Premium,Fjord,CAT002,S0009,75.56,5.137,false
P000913,Alvora Tapis de yoga Classic,Alvora,CAT023,S0252,37.74,11.808,false
P000914,Alvora Casque vélo Pro,Alvora,CAT024,S0267,84.32,11.956,false
P000915,Meridian Eau de toilette Premium,Meridian,CAT018,S0200,90.85,10.631,false
P000916,Kestrel Casque vélo Nomade,Kestrel,CAT026,S0051,273.68,11.849,false
P000917,Ursa Clavier Signature,Ursa,CAT010,S0495,21.33,3.713,false
P000918,Fjord Casque vélo Éco,Fjord,CAT026,S0233,32.31,10.208,false
P000919,Alvora Palette Signature,Alvora,CAT021,S0489,25.67,4.528,false
P000920,Alvora Clavier Signature,Alvora,CAT010,S0383,135.19,6.818,false
P000921,Halcyon Lampe Nomade,Halcyon,CAT003,S0551,26.60,5.312,false
P000922,Juniper Figurine Ultra,Juniper,CAT031,S0280,118.88,8.935,false
P000923,Ivory Clavier Signature,Ivory,CAT012,S0442,30.28,2.774,false
P000924,Delvia Chemise Pro,Delvia,CAT017,S0508,29.17,6.662,false
P000925,Delvia Clavier Ultra,Delvia,CAT009,S0383,90.37,4.852,false
P000926,Granit Étagère Nomade,Granit,CAT006,S0158,62.40,0.703,false
P000927,Pallas Trottinette Signature,Pallas,CAT029,S0600,39.74,5.125,false
P000928,Cirrus Étagère Éco,Cirrus,CAT003,S0006,71.41,7.388,false
P000929,Fjord Set de couverts Nomade,Fjord,CAT002,S0564,55.80,11.239,false
P000930,Alvora Figurine Éco,Alvora,CAT029,S0183,35.35,9.708,false
P000931,Granit Puzzle Nomade,Granit,CAT030,S0021,19.90,2.022,false
P000932,Pallas Palette Classic,Pallas,CAT021,S0424,27.18,3.496,false
P000933,Cirrus Trottinette Pro,Cirrus,CAT029,S0149,15.39,9.800,false
P000934,Nordis Perceuse Signature,Nordis,CAT038,S0034,136.12,2.498,false
P000935,Kestrel Beau livre Pro,Kestrel,CAT034,S0092,9.23,4.293,false
P000936,Orbit Arrosoir Signature,Orbit,CAT001,S0161,11.98,2.196,false
P000937,Halcyon Beau livre Compact,Halcyon,CAT032,S0304,92.31,11.589,false
P000938,Solstice Perceuse Essentiel,Solstice,CAT039,S0450,18.08,5.390,false
P000939,Rivage Sneakers Ultra,Rivage,CAT016,S0454,38.77,8.797,false
P000940,Ivory Sérum Éco,Ivory,CAT021,S0176,4.84,0.354,false
P000941,Windrow Lampe XL,Windrow,CAT002,S0323,24.41,11.480,false
P000942,Fjord Sérum Signature,Fjord,CAT022,S0163,21.42,0.627,false
P000943,Halcyon Figurine Éco,Halcyon,CAT028,S0129,81.56,9.442,false
P000944,Ursa Trottinette Essentiel,Ursa,CAT030,S0215,81.99,5.323,false
P000945,Cirrus Sac de sport Ultra,Cirrus,CAT025,S0256,177.77,8.863,false
P000946,Alvora Casque vélo Classic,Alvora,CAT026,S0479,55.71,0.554,false
P000947,Bexon Palette Signature,Bexon,CAT018,S0041,179.33,5.101,false
P000948,Meridian Bâche Classic,Meridian,CAT038,S0106,128.92,4.561,true
P000949,Juniper Shampooing Éco,Juniper,CAT019,S0236,121.16,11.090,false
P000950,Zephyr Webcam Éco,Zephyr,CAT008,S0500,18.01,3.555,false
P000951,Ember Nettoyant jantes Nomade,Ember,CAT036,S0357,38.62,8.427,false
P000952,Cirrus Brosse Premium,Cirrus,CAT018,S0236,63.78,6.485,false
P000953,Vertex Palette Signature,Vertex,CAT020,S0460,80.09,3.966,false
P000954,Halcyon Set de couverts Éco,Halcyon,CAT002,S0483,53.68,3.210,false
P000955,Solstice Manuel Premium,Solstice,CAT032,S0465,153.86,9.781,false
P000956,Fjord Nettoyant jantes Signature,Fjord,CAT037,S0210,14.83,0.254,false
P000957,Granit Palette Classic,Granit,CAT019,S0352,61.47,6.538,false
P000958,Zephyr Chaussures de trail Premium,Zephyr,CAT024,S0097,113.77,6.536,false
P000959,Lumen Filtre à air Compact,Lumen,CAT039,S0397,142.63,0.743,false
P000960,Bexon Sneakers Signature,Bexon,CAT013,S0563,43.38,7.468,false
P000961,Rivage Montre Signature,Rivage,CAT013,S0212,142.92,6.247,false
P000962,Orbit Chargeur Classic,Orbit,CAT011,S0276,61.97,4.395,false
P000963,Orbit Brosse Ultra,Orbit,CAT021,S0120,5.33,2.584,false
P000964,Bexon Cube éducatif Pro,Bexon,CAT029,S0395,171.94,11.820,false
P000965,Terra Veste Pro,Terra,CAT015,S0237,72.02,9.263,true
P000966,Zephyr Perceuse XL,Zephyr,CAT037,S0340,189.45,7.664,false
P000967,Ursa Chargeur Nomade,Ursa,CAT007,S0590,58.71,7.424,false
P000968,Granit Jeu de plateau Premium,Granit,CAT030,S0005,19.71,4.280,true
P000969,Solstice Casque vélo XL,Solstice,CAT027,S0081,140.79,10.987,false
P000970,Terra Eau de toilette Classic,Terra,CAT019,S0352,231.13,6.234,true
P000971,Vertex Bouilloire Compact,Vertex,CAT003,S0092,61.20,5.754,false
P000972,Granit Peluche Essentiel,Granit,CAT029,S0137,55.77,10.903,false
P000973,Nordis Sérum Compact,Nordis,CAT019,S0323,189.52,2.137,false
P000974,Zephyr Sneakers Éco,Zephyr,CAT017,S0481,29.23,4.870,false
P000975,Pallas Manuel Ultra,Pallas,CAT032,S0362,5.75,9.818,true
P000976,Ivory Sac de sport Signature,Ivory,CAT027,S0097,58.92,6.213,false
P000977,Delvia Set de couverts Nomade,Delvia,CAT001,S0036,16.25,6.874,false
P000978,Solstice Jeu de plateau Essentiel,Solstice,CAT031,S0123,166.87,1.962,false
P000979,Halcyon Chemise Compact,Halcyon,CAT013,S0575,31.50,2.230,false
P000980,Windrow Perceuse Signature,Windrow,CAT036,S0071,12.19,8.688,false
P000981,Delvia Set de couverts Pro,Delvia,CAT002,S0548,55.19,5.571,false
P000982,Pallas Montre XL,Pallas,CAT013,S0234,271.78,2.262,false
P000983,Ember Tapis de yoga Classic,Ember,CAT023,S0597,129.19,2.969,false
P000984,Nordis Filtre à air Signature,Nordis,CAT037,S0547,67.61,2.527,false
P000985,Delvia Filtre à air Premium,Delvia,CAT039,S0133,108.88,1.366,false
P000986,Ursa Peluche Classic,Ursa,CAT030,S0451,135.86,4.864,false
P000987,Windrow Montre Signature,Windrow,CAT015,S0282,72.46,0.191,false
P000988,Alvora Puzzle Éco,Alvora,CAT029,S0149,60.48,6.088,false
P000989,Quartz Beau livre Ultra,Quartz,CAT033,S0406,12.51,6.381,false
P000990,Ember Set de couverts Pro,Ember,CAT005,S0196,68.56,3.625,false
P000991,Zephyr Bâche Compact,Zephyr,CAT036,S0261,104.12,0.536,false
P000992,Nordis Arrosoir Pro,Nordis,CAT005,S0579,243.80,0.390,false
P000993,Fjord Bâche Premium,Fjord,CAT038,S0564,55.52,1.004,false
P000994,Terra Clavier Classic,Terra,CAT011,S0013,65.96,3.967,false
P000995,Meridian Puzzle XL,Meridian,CAT031,S0408,20.55,5.918,false
P000996,Solstice Vinyle Nomade,Solstice,CAT034,S0510,33.52,6.849,false
P000997,Ember Haltères Premium,Ember,CAT026,S0214,22.22,6.891,true
P000998,Nordis Bâche Signature,Nordis,CAT037,S0090,122.51,11.128,false
P000999,Alvora Haltères XL,Alvora,CAT023,S0395,92.07,8.480,false
P001000,Kestrel Sac de sport Essentiel,Kestrel,CAT026,S0320,73.65,7.387,false
P001001,Cirrus Brosse Premium,Cirrus,CAT021,S0041,164.59,3.204,false
P001002,Quartz Coffret BD XL,Quartz,CAT033,S0345,121.64,10.518,false
P001003,Solstice Gourde Pro,Solstice,CAT027,S0051,12.11,0.988,false
P001004,Alvora Enceinte Compact,Alvora,CAT010,S0367,40.53,9.003,true
P001005,Pallas Set de couverts Premium,Pallas,CAT005,S0350,32.03,4.579,false
P001006,Pallas Gourde Classic,Pallas,CAT026,S0067,29.68,7.149,false
P001007,Meridian Veste Nomade,Meridian,CAT014,S0031,94.19,7.784,false
P001008,Juniper Figurine Compact,Juniper,CAT031,S0414,55.79,2.655,false
P001009,Rivage Gourde Signature,Rivage,CAT025,S0286,18.96,6.278,false
P001010,Quartz Sac à main Signature,Quartz,CAT017,S0291,149.19,0.266,false
P001011,Zephyr Beau livre Compact,Zephyr,CAT032,S0392,167.01,5.728,false
P001012,Ursa Housse de couette XL,Ursa,CAT005,S0245,162.16,11.748,false
P001013,Cirrus Crème hydratante Classic,Cirrus,CAT018,S0463,244.34,9.451,false
P001014,Granit Cube éducatif Nomade,Granit,CAT030,S0401,73.52,3.479,false
P001015,Granit Cube éducatif Ultra,Granit,CAT030,S0534,266.48,5.944,true
P001016,Fjord Perceuse Nomade,Fjord,CAT037,S0538,27.43,5.190,false
P001017,Rivage Webcam Pro,Rivage,CAT011,S0066,93.10,2.946,false
P001018,Delvia Vinyle Éco,Delvia,CAT033,S0361,62.12,1.810,false
P001019,Halcyon Gourde Classic,Halcyon,CAT026,S0428,54.53,2.712,false
P001020,Alvora Palette Ultra,Alvora,CAT022,S0041,28.97,6.152,false
P001021,Cirrus Étagère Ultra,Cirrus,CAT005,S0493,35.90,3.662,false
P001022,Nordis Webcam Compact,Nordis,CAT009,S0537,66.16,11.975,false
P001023,Ivory Puzzle Signature,Ivory,CAT031,S0600,191.22,9.897,false
P001024,Delvia Nettoyant jantes Ultra,Delvia,CAT037,S0111,27.02,5.698,false
P001025,Meridian Roman Éco,Meridian,CAT032,S0362,55.69,8.671,false
P001026,Meridian Coffret BD Classic,Meridian,CAT033,S0450,174.62,4.293,false
P001027,Solstice Bâche Éco,Solstice,CAT037,S0286,27.39,11.404,false
P001028,Terra Casque vélo Pro,Terra,CAT025,S0524,28.11,1.056,false
P001029,Granit Cube éducatif Signature,Granit,CAT031,S0572,217.35,9.864,false
P001030,Fjord Puzzle Premium,Fjord,CAT031,S0461,8.92,1.009,false
P001031,Windrow Gourde Signature,Windrow,CAT027,S0185,88.40,7.316,false
P001032,Kestrel Jeu de plateau Premium,Kestrel,CAT028,S0480,68.31,6.233,false
P001033,Kestrel Coffret BD Premium,Kestrel,CAT032,S0530,93.82,9.837,false
P001034,Windrow Filtre à air Classic,Windrow,CAT037,S0314,148.82,8.794,false
P001035,Kestrel Beau livre Classic,Kestrel,CAT035,S0223,49.53,8.294,false
P001036,Quartz Sneakers Éco,Quartz,CAT015,S0502,80.53,5.486,false
P001037,Solstice Perceuse Pro,Solstice,CAT038,S0537,95.00,11.007,false
P001038,Ember Nettoyant jantes Premium,Ember,CAT039,S0334,18.90,9.586,false
P001039,Alvora Chemise Compact,Alvora,CAT016,S0130,73.79,1.759,false
P001040,Alvora Arrosoir XL,Alvora,CAT001,S0306,94.27,8.081,false
P001041,Halcyon Chaussures de trail Premium,Halcyon,CAT025,S0109,13.18,4.356,false
P001042,Kestrel Chargeur Classic,Kestrel,CAT011,S0150,136.17,7.458,false
P001043,Orbit Clavier XL,Orbit,CAT011,S0222,170.19,11.208,false
P001044,Cirrus Shampooing Classic,Cirrus,CAT022,S0433,28.88,11.585,false
P001045,Cirrus Housse de couette XL,Cirrus,CAT003,S0483,68.73,1.612,false
P001046,Pallas Veste Premium,Pallas,CAT016,S0544,157.32,5.997,false
P001047,Cirrus Gourde Compact,Cirrus,CAT025,S0400,169.54,0.713,false
P001048,Orbit Écharpe Compact,Orbit,CAT016,S0155,29.49,3.309,false
P001049,Nordis Eau de toilette XL,Nordis,CAT019,S0219,41.33,3.422,false
P001050,Ivory Webcam XL,Ivory,CAT007,S0439,60.15,5.341,true
P001051,Ivory Montre XL,Ivory,CAT017,S0250,33.37,4.373,false
P001052,Zephyr Coffret BD XL,Zephyr,CAT034,S0320,78.42,11.572,false
P001053,Granit Ceinture Signature,Granit,CAT014,S0064,77.77,3.939,false
P001054,Bexon Clé à cliquet Éco,Bexon,CAT037,S0055,49.20,2.742,false
P001055,Pallas Coffret BD Éco,Pallas,CAT035,S0183,79.77,11.009,false
P001056,Granit Perceuse XL,Granit,CAT036,S0111,99.42,1.454,false
P001057,Juniper Montre connectée Nomade,Juniper,CAT009,S0468,155.10,7.262,false
P001058,Quartz Chemise Essentiel,Quartz,CAT017,S0130,55.24,1.057,false
P001059,Terra Coffret BD Signature,Terra,CAT032,S0401,109.45,8.522,false
P001060,Solstice Chaussures de trail Pro,Solstice,CAT025,S0350,35.31,9.426,false
P001061,Kestrel Roman Classic,Kestrel,CAT033,S0223,16.87,9.987,false
P001062,Terra Montre Signature,Terra,CAT013,S0031,37.68,11.559,false
P001063,Juniper Ceinture Nomade,Juniper,CAT014,S0282,39.27,0.695,false
P001064,Bexon Peluche Compact,Bexon,CAT029,S0257,74.05,2.130,false
P001065,Vertex Casque Éco,Vertex,CAT007,S0393,12.41,3.391,false
P001066,Alvora Sérum Nomade,Alvora,CAT022,S0236,93.87,7.994,false
P001067,Delvia Puzzle Classic,Delvia,CAT030,S0373,80.83,1.356,false
P001068,Alvora Souris Essentiel,Alvora,CAT012,S0248,94.87,5.553,false
P001069,Lumen Ceinture Nomade,Lumen,CAT015,S0170,76.38,2.663,false
P001070,Orbit Tapis de yoga Ultra,Orbit,CAT024,S0506,144.92,0.373,false
P001071,Solstice Enceinte Pro,Solstice,CAT009,S0500,24.44,11.128,false
P001072,Windrow Souris Compact,Windrow,CAT012,S0514,51.64,9.807,false
P001073,Solstice Poêle Premium,Solstice,CAT006,S0071,192.34,7.552,false
P001074,Ivory Brosse Signature,Ivory,CAT021,S0582,17.61,2.215,false
P001075,Alvora Webcam Compact,Alvora,CAT012,S0194,67.98,3.522,false
P001076,Ivory Tapis de yoga Essentiel,Ivory,CAT026,S0037,67.74,4.148,true
P001077,Nordis Vinyle Pro,Nordis,CAT035,S0098,84.63,4.193,false
P001078,Solstice Tapis de yoga Compact,Solstice,CAT025,S0546,41.77,0.684,false
P001079,Delvia Chaussures de trail Compact,Delvia,CAT024,S0319,45.45,10.265,false
P001080,Halcyon Brosse Classic,Halcyon,CAT022,S0145,17.31,4.129,false
P001081,Vertex Casque vélo XL,Vertex,CAT023,S0057,35.79,2.115,false
P001082,Rivage Perceuse XL,Rivage,CAT036,S0065,137.63,3.270,false
P001083,Pallas Sac à main Ultra,Pallas,CAT014,S0117,34.54,7.018,false
P001084,Nordis Tapis de yoga Compact,Nordis,CAT023,S0474,36.42,0.773,false
P001085,Nordis Sneakers Nomade,Nordis,CAT016,S0028,124.62,7.370,false
