product_id,product_name,brand,category_id,seller_id,list_price,weight_kg,is_discontinued
P000333,Bexon Casque vélo Compact,Bexon,CAT027,S0569,36.14,10.685,false
P000334,Orbit Coffret BD Essentiel,Orbit,CAT035,S0517,67.04,7.053,false
P000335,Vertex Sac à main Premium,Vertex,CAT016,S0059,35.60,2.124,false
P000336,Cirrus Puzzle Classic,Cirrus,CAT029,S0527,12.30,5.569,false
P000337,Fjord Roman Signature,Fjord,CAT034,S0060,5.50,8.815,false
P000338,Granit Webcam Éco,Granit,CAT012,S0437,120.47,5.560,false
P000339,Alvora Montre Classic,Alvora,CAT013,S0321,54.35,2.580,false
P000340,Pallas Beau livre Éco,Pallas,CAT033,S0098,198.44,6.519,true
P000341,Windrow Haltères Classic,Windrow,CAT026,S0428,48.25,9.605,false
P000342,Fjord Arrosoir Classic,Fjord,CAT003,S0446,66.24,3.962,false
P000343,Ivory Enceinte Compact,Ivory,CAT011,S0532,34.16,9.106,false
P000344,Zephyr Écharpe Signature,Zephyr,CAT013,S0515,88.30,11.925,false
P000345,Ember Webcam Éco,Ember,CAT007,S0451,69.21,0.114,false
P000346,Granit Bâche Pro,Granit,CAT037,S0034,25.13,1.318,false
P000347,Meridian Enceinte Premium,Meridian,CAT009,S0038,13.16,10.464,true
P000348,Granit Beau livre Signature,Granit,CAT035,S0026,140.02,0.942,false
P000349,Meridian Puzzle Compact,Meridian,CAT029,S0078,58.56,8.353,false
P000350,Alvora Eau de toilette Premium,Alvora,CAT019,S0268,33.61,7.133,false
P000351,Orbit Brosse Premium,Orbit,CAT022,S0214,123.48,11.285,false
P000352,Granit Trottinette Nomade,Granit,CAT030,S0008,30.54,6.505,false
P000353,Delvia Roman Signature,Delvia,CAT032,S0362,56.84,2.041,false
P000354,Ivory Webcam Classic,Ivory,CAT010,S0071,53.46,7.630,false
P000355,Pallas Set de couverts Éco,Pallas,CAT002,S0420,27.84,2.383,false
P000356,Granit Sac à main Essentiel,Granit,CAT017,S0444,29.35,6.915,false
P000357,Solstice Palette Pro,Solstice,CAT018,S0338,47.26,7.199,false
P000358,Ember Bâche XL,Ember,CAT037,S0055,8.14,9.029,false
P000359,Fjord Brosse XL,Fjord,CAT020,S0062,110.81,7.355,false
P000360,Ember Brosse Pro,Ember,CAT019,S0027,144.37,10.853,true
P000361,Cirrus Jeu de plateau Compact,Cirrus,CAT029,S0520,85.21,0.308,false
P000362,Nordis Clé à cliquet Pro,Nordis,CAT037,S0394,66.53,5.805,false
P000363,Ursa Brosse Signature,Ursa,CAT018,S0163,48.65,10.956,false
P000364,Windrow Manuel Ultra,Windrow,CAT035,S0399,36.35,7.146,false
P000365,Lumen Clavier Signature,Lumen,CAT012,S0142,72.83,0.283,false
P000366,Terra Gourde Éco,Terra,CAT027,S0086,16.19,5.719,false
P000367,Juniper Crème hydratante Nomade,Juniper,CAT018,S0367,102.15,10.406,false
P000368,Alvora Vinyle Compact,Alvora,CAT032,S0116,27.68,8.007,false
P000369,Bexon Shampooing Nomade,Bexon,CAT018,S0460,37.40,8.749,false
P000370,Terra Webcam XL,Terra,CAT009,S0537,153.53,2.732,true
P000371,Lumen Écharpe Essentiel,Lumen,CAT017,S0024,17.34,4.619,false
P000372,Juniper Montre Nomade,Juniper,CAT015,S0028,275.60,9.567,false
P000373,Orbit Puzzle Signature,Orbit,CAT028,S0418,18.79,6.509,false
P000374,Cirrus Figurine XL,Cirrus,CAT028,S0205,57.18,9.944,false
P000375,Fjord Enceinte Pro,Fjord,CAT010,S0095,103.03,1.833,false
P000376,Solstice Enceinte XL,Solstice,CAT012,S0142,35.99,2.399,false
P000377,Granit Sneakers Éco,Granit,CAT013,S0413,75.77,1.598,false
P000378,Ember Poêle Éco,Ember,CAT001,S0277,134.60,11.367,false
P000379,Halcyon Webcam Essentiel,Halcyon,CAT007,S0071,61.60,11.848,false
P000380,Ivory Enceinte Signature,Ivory,CAT010,S0532,121.27,1.044,false
P000381,Solstice Sneakers Compact,Solstice,CAT015,S0365,92.37,9.774,false
P000382,Pallas Sérum Compact,Pallas,CAT018,S0236,65.23,4.925,false
P000383,Ivory Cube éducatif Nomade,Ivory,CAT030,S0572,23.26,1.218,false
P000384,Ivory Montre Ultra,Ivory,CAT015,S0107,27.27,5.714,false
P000385,Ember Set de couverts Premium,Ember,CAT005,S0589,44.86,0.076,false
P000386,Orbit Crème hydratante Premium,Orbit,CAT019,S0195,64.38,3.215,false
P000387,Zephyr Chemise Compact,Zephyr,CAT016,S0031,70.32,5.190,false
P000388,Halcyon Brosse XL,Halcyon,CAT018,S0300,92.55,10.802,false
P000389,Windrow Lampe Compact,Windrow,CAT003,S0483,48.58,10.547,false
P000390,Cirrus Casque vélo Premium,Cirrus,CAT027,S0169,58.05,9.920,false
P000391,Nordis Gourde Classic,Nordis,CAT024,S0039,237.36,5.673,false
P000392,Pallas Puzzle XL,Pallas,CAT031,S0461,116.93,0.612,false
P000393,Windrow Souris Essentiel,Windrow,CAT007,S0140,78.29,6.942,false
P000394,Granit Beau livre Classic,Granit,CAT035,S0014,42.95,8.862,false
P000395,Ivory Coffret BD XL,Ivory,CAT032,S0137,14.28,4.170,false
P000396,Juniper Figurine Ultra,Juniper,CAT028,S0506,18.63,8.036,false
P000397,Vertex Puzzle Classic,Vertex,CAT030,S0161,13.80,5.201,false
P000398,Ember Étagère Ultra,Ember,CAT001,S0025,24.38,1.242,false
P000399,Juniper Chargeur Compact,Juniper,CAT012,S0121,11.53,6.877,false
P000400,Zephyr Bâche Premium,Zephyr,CAT037,S0384,39.46,2.054,false
P000401,Kestrel Sérum Compact,Kestrel,CAT019,S0552,81.60,6.972,false
P000402,Pallas Filtre à air XL,Pallas,CAT036,S0034,30.41,8.647,false
P000403,Delvia Sac à main Pro,Delvia,CAT013,S0508,104.96,9.788,false
P000404,Cirrus Tapis de yoga Compact,Cirrus,CAT023,S0104,119.15,1.100,false
P000405,Kestrel Étagère Classic,Kestrel,CAT006,S0556,68.64,9.316,false
P000406,Zephyr Clavier XL,Zephyr,CAT007,S0569,213.02,0.471,false
P000407,Ivory Brosse Essentiel,Ivory,CAT019,S0136,15.64,2.873,false
P000408,Meridian Puzzle XL,Meridian,CAT031,S0391,91.38,11.529,true
P000409,Juniper Jeu de plateau Signature,Juniper,CAT029,S0078,55.24,2.340,false
P000410,Pallas Clavier Ultra,Pallas,CAT011,S0539,116.15,4.491,false
P000411,Granit Figurine Éco,Granit,CAT030,S0430,44.39,2.889,false
P000412,Terra Sneakers Nomade,Terra,CAT017,S0440,81.13,0.619,false
P000413,Orbit Filtre à air XL,Orbit,CAT037,S0542,39.76,7.578,false
P000414,Windrow Chaussures de trail Premium,Windrow,CAT023,S0095,49.51,0.333,false
P000415,Nordis Housse de couette Essentiel,Nordis,CAT001,S0161,185.45,9.805,false
P000416,Orbit Peluche Premium,Orbit,CAT030,S0206,71.04,0.972,false
P000417,Terra Arrosoir Nomade,Terra,CAT001,S0459,6.77,5.367,false
P000418,Zephyr Peluche Ultra,Zephyr,CAT028,S0414,65.16,3.688,false
P000419,Zephyr Sac de sport Ultra,Zephyr,CAT026,S0297,95.51,5.901,false
P000420,Terra Set de couverts Pro,Terra,CAT006,S0483,36.20,8.989,false
P000421,Terra Lampe Nomade,Terra,CAT006,S0307,38.18,7.667,false
P000422,Delvia Brosse Pro,Delvia,CAT020,S0462,68.09,7.464,false
P000423,Alvora Palette Compact,Alvora,CAT021,S0323,14.59,8.652,false
P000424,Quartz Chaussures de trail Ultra,Quartz,CAT024,S0256,77.58,0.196,true
P000425,Granit Étagère Éco,Granit,CAT001,S0114,50.79,7.166,false
P000426,Cirrus Clavier Ultra,Cirrus,CAT009,S0534,177.66,2.399,false
P000427,Juniper Crème hydratante Ultra,Juniper,CAT020,S0552,83.93,11.153,false
P000428,Nordis Eau de toilette Classic,Nordis,CAT021,S0266,18.89,6.407,false
P000429,Kestrel Casque Essentiel,Kestrel,CAT009,S0065,47.05,3.625,false
P000430,Granit Arrosoir Classic,Granit,CAT002,S0247,32.27,4.965,false
P000431,Ursa Arrosoir Signature,Ursa,CAT006,S0173,41.70,1.269,false
P000432,Granit Ceinture Éco,Granit,CAT015,S0342,66.62,8.931,false
P000433,Kestrel Sérum Compact,Kestrel,CAT021,S0062,68.37,10.070,false
P000434,Windrow Sac de sport Compact,Windrow,CAT026,S0186,189.90,1.757,false
P000435,Fjord Haltères Pro,Fjord,CAT023,S0432,12.06,0.187,false
P000436,Alvora Ceinture Éco,Alvora,CAT016,S0384,213.56,4.113,false
P000437,Vertex Roman Nomade,Vertex,CAT032,S0164,82.98,6.339,false
P000438,Granit Peluche Premium,Granit,CAT029,S0244,10.03,7.889,false
P000439,Meridian Montre connectée XL,Meridian,CAT010,S0056,199.32,2.988,false
P000440,Granit Housse de couette Éco,Granit,CAT002,S0575,61.05,3.483,false
P000441,Bexon Clavier XL,Bexon,CAT012,S0166,86.25,5.943,false
P000442,Rivage Haltères Premium,Rivage,CAT027,S0330,126.65,8.490,false
P000443,Nordis Souris Pro,Nordis,CAT008,S0346,71.07,9.556,false
P000444,Terra Haltères Nomade,Terra,CAT023,S0187,82.25,3.606,false
P000445,Windrow Housse de couette XL,Windrow,CAT006,S0527,25.76,1.138,false
P000446,Nordis Bouilloire Compact,Nordis,CAT005,S0036,72.81,6.727,false
P000447,Halcyon Beau livre Pro,Halcyon,CAT035,S0576,88.75,11.423,false
P000448,Lumen Chemise Premium,Lumen,CAT015,S0220,40.85,7.615,false
P000449,Halcyon Lampe Essentiel,Halcyon,CAT005,S0302,74.17,3.834,false
P000450,Delvia Sneakers Premium,Delvia,CAT017,S0544,22.34,1.494,false
P000451,Quartz Casque vélo Nomade,Quartz,CAT026,S0560,85.16,4.010,false
P000452,Ursa Coffret BD XL,Ursa,CAT035,S0431,37.97,5.930,false
P000453,Delvia Enceinte Éco,Delvia,CAT011,S0066,231.73,8.592,false
P000454,Ember Sérum Pro,Ember,CAT018,S0271,210.14,0.483,false
P000455,Rivage Manuel Signature,Rivage,CAT034,S0566,70.11,0.098,false
P000456,Solstice Clavier Ultra,Solstice,CAT007,S0071,161.69,9.834,true
P000457,Kestrel Manuel Nomade,Kestrel,CAT033,S0154,27.88,0.320,false
P000458,Rivage Étagère Éco,Rivage,CAT001,S0336,172.10,10.784,false
P000459,Granit Crème hydratante Premium,Granit,CAT018,S0202,80.78,8.587,false
P000460,Bexon Vinyle Signature,Bexon,CAT032,S0078,29.67,0.861,false
P000461,Fjord Vinyle XL,Fjord,CAT033,S0325,67.69,11.079,false
P000462,Pallas Montre connectée Essentiel,Pallas,CAT012,S0537,20.43,3.833,true
P000463,Rivage Vinyle XL,Rivage,CAT035,S0032,73.73,4.664,false
P000464,Terra Sac de sport XL,Terra,CAT027,S0184,87.82,8.359,false
P000465,Juniper Perceuse Premium,Juniper,CAT038,S0387,11.15,5.707,false
P000466,Delvia Puzzle Essentiel,Delvia,CAT028,S0260,8.06,10.273,false
P000467,Juniper Chemise Compact,Juniper,CAT016,S0080,77.72,4.143,false
P000468,Orbit Vinyle Compact,Orbit,CAT034,S0320,32.05,2.428,false
P000469,Quartz Cube éducatif Nomade,Quartz,CAT030,S0589,59.85,5.692,false
P000470,Rivage Jeu de plateau Ultra,Rivage,CAT031,S0241,55.01,4.017,false
P000471,Nordis Arrosoir Nomade,Nordis,CAT002,S0306,67.50,3.186,false
P000472,Alvora Vinyle Essentiel,Alvora,CAT033,S0406,182.52,7.964,false
P000473,Granit Étagère Premium,Granit,CAT002,S0162,111.45,0.974,false
P000474,Meridian Clé à cliquet Éco,Meridian,CAT036,S0293,81.76,2.013,false
P000475,Windrow Beau livre Ultra,Windrow,CAT034,S0139,269.89,1.909,false
P000476,Windrow Montre Classic,Windrow,CAT015,S0197,94.80,6.883,false
P000477,Fjord Brosse Ultra,Fjord,CAT018,S0488,94.97,8.242,false
P000478,Orbit Enceinte Premium,Orbit,CAT011,S0346,50.08,7.977,false
P000479,Ember Housse de couette Signature,Ember,CAT006,S0518,9.27,7.546,false
P000480,Solstice Eau de toilette Premium,Solstice,CAT021,S0505,127.93,0.906,true
P000481,Ember Manuel Premium,Ember,CAT034,S0304,63.64,5.011,false
P000482,Ivory Montre Éco,Ivory,CAT015,S0143,94.87,5.785,false
P000483,Vertex Webcam Nomade,Vertex,CAT008,S0419,7.56,10.221,false
P000484,Quartz Shampooing Classic,Quartz,CAT020,S0505,139.26,10.973,false
P000485,Bexon Bâche Compact,Bexon,CAT038,S0034,103.43,9.879,false
P000486,Windrow Roman Classic,Windrow,CAT033,S0063,76.84,1.678,false
P000487,Ivory Coffret BD Signature,Ivory,CAT033,S0359,83.47,7.855,false
P000488,Terra Veste Nomade,Terra,CAT014,S0584,89.40,8.161,false
P000489,Meridian Jeu de plateau Signature,Meridian,CAT031,S0389,157.55,6.280,false
P000490,Kestrel Roman Nomade,Kestrel,CAT033,S0504,101.81,8.373,false
P000491,Zephyr Clé à cliquet Classic,Zephyr,CAT038,S0388,28.20,0.838,false
P000492,Juniper Haltères Ultra,Juniper,CAT024,S0299,74.81,11.422,false
P000493,Ivory Set de couverts Premium,Ivory,CAT003,S0114,34.44,4.699,false
P000494,Ember Jeu de plateau Signature,Ember,CAT029,S0500,92.02,1.825,false
P000495,Delvia Brosse Classic,Delvia,CAT021,S0296,166.83,9.302,false
P000496,Delvia Casque Compact,Delvia,CAT010,S0248,176.94,6.264,false
P000497,Alvora Tapis de yoga Nomade,Alvora,CAT027,S0299,84.86,9.670,false
P000498,Meridian Casque vélo Pro,Meridian,CAT026,S0566,79.69,5.522,false
P000499,Meridian Écharpe Éco,Meridian,CAT014,S0365,73.63,10.306,false
P000500,Meridian Palette Signature,Meridian,CAT018,S0588,55.25,9.304,false
